JD	humidity		sunlit
2459690.24767361	48.21		True
2459690.24761574	48.31		True
2459690.24755787	48.27		True
2459690.24748843	48.48		True
2459690.24743056	47.98		True
2459690.24737269	48.21		True
2459690.24731481	48.15		True
2459690.24725694	48.34		True
2459690.24719907	48.43		True
2459690.2471412	48.36		True
2459690.24708333	48.21		True
2459690.24701389	48.34		True
2459690.24695602	48.56		True
2459690.24689815	47.99		True
2459690.24684028	48.24		True
2459690.24677083	48.22		True
2459690.24671296	48.11		True
2459690.24665509	48.38		True
2459690.24659722	48.18		True
2459690.24653935	48.44		True
2459690.24648148	48.15		True
2459690.24642361	48.36		True
2459690.24636574	48.21		True
2459690.24630787	48.19		True
2459690.24625	48.23		True
2459690.24619213	48.21		True
2459690.24613426	48.25		True
2459690.24606481	48.36		True
2459690.24600694	48.21		True
2459690.24594907	48.29		True
2459690.2458912	48.44		True
2459690.24583333	48.07		True
2459690.24577546	48.13		True
2459690.24571759	48.45		True
2459690.24565972	48.2		True
2459690.24559028	48.18		True
2459690.24553241	48.49		True
2459690.24547454	48.16		True
2459690.24541667	48.39		True
2459690.2453588	48.28		True
2459690.24530093	47.27		True
2459690.24524306	48.45		True
2459690.24518519	48.42		True
2459690.24511574	48.2		True
2459690.24505787	48.18		True
2459690.24494213	48.36		True
2459690.24487268	48.38		True
2459690.24481481	48.22		True
2459690.24475694	48.47		True
2459690.24469907	48.26		True
2459690.2446412	48.56		True
2459690.24458333	48.47		True
2459690.24452546	48.23		True
2459690.24446759	48.18		True
2459690.24439815	48.62		True
2459690.24434028	48.39		True
2459690.24428241	48.13		True
2459690.24422454	46.81		True
2459690.24415509	48.52		True
2459690.24409722	48.46		True
2459690.24403935	48.59		True
2459690.24398148	48.32		True
2459690.24391204	48.5		True
2459690.24385417	48.2		True
2459690.2437963	48.44		True
2459690.24373843	48.65		True
2459690.24368056	48.91		True
2459690.24362269	48.16		True
2459690.24356481	48.34		True
2459690.24350694	48.5		True
2459690.2434375	48.33		True
2459690.24337963	48.41		True
2459690.24332176	48.33		True
2459690.24326389	48.42		True
2459690.24319444	48.45		True
2459690.24313657	48.38		True
2459690.2430787	48.16		True
2459690.24302083	48.27		True
2459690.24296296	48.24		True
2459690.24290509	48.42		True
2459690.24284722	48.53		True
2459690.24278935	48.36		True
2459690.24273148	48.42		True
2459690.24267361	48.29		True
2459690.24261574	48.36		True
2459690.24255787	48.27		True
2459690.24248843	48.46		True
2459690.24243056	48.33		True
2459690.24237269	48.16		True
2459690.24231481	48.38		True
2459690.24225694	48.56		True
2459690.24219907	48.28		True
2459690.2421412	48.52		True
2459690.24208333	48.14		True
2459690.24202546	48.46		True
2459690.24196759	48.35		True
2459690.24190972	48.38		True
2459690.24185185	48.4		True
2459690.24178241	48.31		True
2459690.24172454	48.32		True
2459690.24166667	48.34		True
2459690.2416088	48.8		True
2459690.24155093	48.4		True
2459690.24149306	48.41		True
2459690.24143518	48.58		True
2459690.24137732	48.42		True
2459690.24131944	48.34		True
2459690.24126157	48.36		True
2459690.2412037	48.3		True
2459690.24114583	48.17		True
