JD	temp_h		sunlit
2459690.24761574	42.24		True
2459690.24755787	42.1		True
2459690.24748843	42.08		True
2459690.24743056	41.97		True
2459690.24737269	42.1		True
2459690.24731481	42.1		True
2459690.24725694	42.22		True
2459690.24719907	41.95		True
2459690.2471412	42.1		True
2459690.24708333	42.04		True
2459690.24701389	42.08		True
2459690.24695602	42.03		True
2459690.24689815	41.95		True
2459690.24684028	42.06		True
2459690.24677083	41.92		True
2459690.24671296	42.08		True
2459690.24665509	42.06		True
2459690.24659722	42.06		True
2459690.24653935	41.95		True
2459690.24648148	42.03		True
2459690.24642361	42.03		True
2459690.24636574	41.94		True
2459690.24630787	41.95		True
2459690.24625	41.97		True
2459690.24619213	41.88		True
2459690.24613426	41.92		True
2459690.24606481	42.01		True
2459690.24600694	41.95		True
2459690.24594907	41.79		True
2459690.2458912	41.88		True
2459690.24583333	41.92		True
2459690.24577546	41.77		True
2459690.24571759	41.81		True
2459690.24565972	41.88		True
2459690.24559028	41.81		True
2459690.24553241	41.81		True
2459690.24547454	41.95		True
2459690.24541667	41.81		True
2459690.2453588	41.92		True
2459690.24530093	41.85		True
2459690.24524306	41.9		True
2459690.24518519	41.72		True
2459690.24511574	41.74		True
2459690.24505787	41.74		True
2459690.24494213	41.7		True
2459690.24487268	41.67		True
2459690.24481481	41.76		True
2459690.24475694	41.72		True
2459690.24469907	41.65		True
2459690.2446412	41.74		True
2459690.24458333	41.63		True
2459690.24452546	41.63		True
2459690.24446759	41.68		True
2459690.24439815	41.76		True
2459690.24434028	41.7		True
2459690.24428241	41.72		True
2459690.24422454	41.6		True
2459690.24415509	41.61		True
2459690.24409722	41.61		True
2459690.24403935	41.63		True
2459690.24398148	41.63		True
2459690.24391204	41.49		True
2459690.24385417	41.61		True
2459690.2437963	41.54		True
2459690.24373843	41.51		True
2459690.24368056	41.65		True
2459690.24362269	41.51		True
2459690.24356481	41.42		True
2459690.24350694	41.45		True
2459690.2434375	41.47		True
2459690.24337963	41.42		True
2459690.24332176	41.51		True
2459690.24326389	41.43		True
2459690.24319444	41.34		True
2459690.24313657	41.29		True
2459690.2430787	41.38		True
2459690.24302083	41.38		True
2459690.24296296	41.31		True
2459690.24290509	41.31		True
2459690.24284722	41.47		True
2459690.24278935	41.33		True
2459690.24273148	41.34		True
2459690.24267361	41.4		True
2459690.24261574	41.4		True
2459690.24255787	41.31		True
2459690.24248843	41.26		True
2459690.24243056	41.31		True
2459690.24237269	41.24		True
2459690.24231481	41.29		True
2459690.24225694	41.18		True
2459690.24219907	41.24		True
2459690.2421412	41.33		True
2459690.24208333	41.27		True
2459690.24202546	41.2		True
2459690.24196759	41.26		True
2459690.24190972	41.24		True
2459690.24185185	41.29		True
2459690.24178241	41.13		True
2459690.24172454	41.24		True
2459690.24166667	41.33		True
2459690.2416088	41.29		True
2459690.24155093	41.18		True
2459690.24149306	41.27		True
2459690.24143518	41.31		True
2459690.24137732	41.09		True
2459690.24131944	41.18		True
2459690.24126157	41.18		True
2459690.2412037	41.15		True
2459690.24114583	41.24		True
